study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB18997	SAMEA103884916	ERS1677818	ERX1876853	ERR1814316	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814316/ERR1814316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814316/ERR1814316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814316/ERR1814316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814316/ERR1814316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814316/19367_6#19.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814316/19367_6#19.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814316/19367_6#19.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814316/19367_6#19.cram.crai
PRJEB18997	SAMEA103884875	ERS1677819	ERX1876854	ERR1814317	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814317/ERR1814317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814317/ERR1814317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814317/ERR1814317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814317/ERR1814317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814317/19367_6#20.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814317/19367_6#20.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814317/19367_6#20.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814317/19367_6#20.cram.crai
PRJEB18997	SAMEA103885212	ERS1677820	ERX1876855	ERR1814318	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814318/ERR1814318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814318/ERR1814318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814318/ERR1814318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814318/ERR1814318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814318/19367_6#25.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814318/19367_6#25.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814318/19367_6#25.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814318/19367_6#25.cram.crai
PRJEB18997	SAMEA103884971	ERS1677821	ERX1876856	ERR1814319	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814319/ERR1814319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814319/ERR1814319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814319/ERR1814319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814319/ERR1814319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814319/19367_6#26.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814319/19367_6#26.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814319/19367_6#26.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814319/19367_6#26.cram.crai
PRJEB18997	SAMEA103885290	ERS1677822	ERX1876857	ERR1814320	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814320/ERR1814320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814320/ERR1814320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814320/ERR1814320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814320/ERR1814320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814320/19367_6#27.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814320/19367_6#27.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814320/19367_6#27.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814320/19367_6#27.cram.crai
PRJEB18997	SAMEA103885281	ERS1677823	ERX1876858	ERR1814321	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814321/ERR1814321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814321/ERR1814321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814321/ERR1814321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814321/ERR1814321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814321/19367_6#28.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814321/19367_6#28.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814321/19367_6#28.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814321/19367_6#28.cram.crai
PRJEB18997	SAMEA103885102	ERS1677828	ERX1876859	ERR1814322	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814322/ERR1814322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814322/ERR1814322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814322/ERR1814322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814322/ERR1814322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814322/19367_6#37.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814322/19367_6#37.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814322/19367_6#37.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814322/19367_6#37.cram.crai
PRJEB18997	SAMEA103885347	ERS1677829	ERX1876860	ERR1814323	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814323/ERR1814323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814323/ERR1814323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814323/ERR1814323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814323/ERR1814323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814323/19367_6#38.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814323/19367_6#38.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814323/19367_6#38.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814323/19367_6#38.cram.crai
PRJEB18997	SAMEA103885043	ERS1677830	ERX1876861	ERR1814324	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814324/ERR1814324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814324/ERR1814324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814324/ERR1814324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814324/ERR1814324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814324/19367_6#39.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814324/19367_6#39.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814324/19367_6#39.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814324/19367_6#39.cram.crai
PRJEB18997	SAMEA103885392	ERS1677831	ERX1876862	ERR1814325	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1814325/ERR1814325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1814325/ERR1814325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1814325/ERR1814325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1814325/ERR1814325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814325/19367_6#40.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814325/19367_6#40.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814325/19367_6#40.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814325/19367_6#40.cram.crai
PRJEB18997	SAMEA103885182	ERS1677832	ERX1876863	ERR1814326	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814326/ERR1814326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814326/ERR1814326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814326/ERR1814326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814326/ERR1814326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814326/19367_6#49.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814326/19367_6#49.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814326/19367_6#49.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814326/19367_6#49.cram.crai
PRJEB18997	SAMEA103885136	ERS1677833	ERX1876864	ERR1814327	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814327/ERR1814327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814327/ERR1814327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814327/ERR1814327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814327/ERR1814327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814327/19367_6#50.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814327/19367_6#50.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814327/19367_6#50.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814327/19367_6#50.cram.crai
PRJEB18997	SAMEA103885413	ERS1677834	ERX1876865	ERR1814328	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814328/ERR1814328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814328/ERR1814328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814328/ERR1814328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814328/ERR1814328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814328/19367_6#51.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814328/19367_6#51.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814328/19367_6#51.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814328/19367_6#51.cram.crai
PRJEB18997	SAMEA103884967	ERS1677835	ERX1876866	ERR1814329	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814329/ERR1814329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814329/ERR1814329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814329/ERR1814329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814329/ERR1814329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814329/19367_6#52.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814329/19367_6#52.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814329/19367_6#52.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814329/19367_6#52.cram.crai
PRJEB18997	SAMEA103885262	ERS1677836	ERX1876867	ERR1814330	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814330/ERR1814330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814330/ERR1814330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814330/ERR1814330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814330/ERR1814330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814330/19367_6#57.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814330/19367_6#57.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814330/19367_6#57.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814330/19367_6#57.cram.crai
PRJEB18997	SAMEA103885228	ERS1677837	ERX1876868	ERR1814331	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814331/ERR1814331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814331/ERR1814331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814331/ERR1814331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814331/ERR1814331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814331/19367_6#58.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814331/19367_6#58.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814331/19367_6#58.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814331/19367_6#58.cram.crai
PRJEB18997	SAMEA103885308	ERS1677838	ERX1876869	ERR1814332	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814332/ERR1814332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814332/ERR1814332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814332/ERR1814332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814332/ERR1814332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814332/19367_6#59.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814332/19367_6#59.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814332/19367_6#59.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814332/19367_6#59.cram.crai
PRJEB18997	SAMEA103884949	ERS1677839	ERX1876870	ERR1814333	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814333/ERR1814333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814333/ERR1814333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814333/ERR1814333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814333/ERR1814333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814333/19367_6#60.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814333/19367_6#60.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814333/19367_6#60.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814333/19367_6#60.cram.crai
PRJEB18997	SAMEA103885125	ERS1677840	ERX1876871	ERR1814334	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814334/ERR1814334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814334/ERR1814334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814334/ERR1814334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814334/ERR1814334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814334/19367_6#61.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814334/19367_6#61.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814334/19367_6#61.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814334/19367_6#61.cram.crai
PRJEB18997	SAMEA103885304	ERS1677841	ERX1876872	ERR1814335	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1814335/ERR1814335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1814335/ERR1814335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1814335/ERR1814335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1814335/ERR1814335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814335/19367_6#62.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814335/19367_6#62.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814335/19367_6#62.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814335/19367_6#62.cram.crai
PRJEB18997	SAMEA103884985	ERS1677842	ERX1876873	ERR1814336	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814336/ERR1814336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814336/ERR1814336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814336/ERR1814336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1814336/ERR1814336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814336/19367_6#63.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814336/19367_6#63.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814336/19367_6#63.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814336/19367_6#63.cram.crai
PRJEB18997	SAMEA103885383	ERS1677843	ERX1876874	ERR1814337	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814337/ERR1814337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814337/ERR1814337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814337/ERR1814337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1814337/ERR1814337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814337/19367_6#64.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814337/19367_6#64.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814337/19367_6#64.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814337/19367_6#64.cram.crai
PRJEB18997	SAMEA103885158	ERS1677712	ERX1876875	ERR1814338	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814338/ERR1814338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814338/ERR1814338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814338/ERR1814338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1814338/ERR1814338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814338/15444_6#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814338/15444_6#13.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814338/15444_6#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814338/15444_6#13.cram.crai
PRJEB18997	SAMEA103885122	ERS1677711	ERX1876876	ERR1814339	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814339/ERR1814339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814339/ERR1814339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814339/ERR1814339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1814339/ERR1814339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814339/15444_6#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814339/15444_6#14.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814339/15444_6#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814339/15444_6#14.cram.crai
PRJEB18997	SAMEA103885085	ERS1677714	ERX1876877	ERR1814340	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814340/ERR1814340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814340/ERR1814340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814340/ERR1814340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1814340/ERR1814340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814340/15444_6#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814340/15444_6#15.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814340/15444_6#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814340/15444_6#15.cram.crai
PRJEB18997	SAMEA103885174	ERS1677713	ERX1876878	ERR1814341	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814341/ERR1814341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814341/ERR1814341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814341/ERR1814341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1814341/ERR1814341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814341/15444_6#16.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814341/15444_6#16.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814341/15444_6#16.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814341/15444_6#16.cram.crai
PRJEB18997	SAMEA103885033	ERS1677709	ERX1876879	ERR1814342	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814342/ERR1814342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814342/ERR1814342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814342/ERR1814342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1814342/ERR1814342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814342/15444_6#17.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814342/15444_6#17.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814342/15444_6#17.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814342/15444_6#17.cram.crai
PRJEB18997	SAMEA103885254	ERS1677708	ERX1876880	ERR1814343	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814343/ERR1814343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814343/ERR1814343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814343/ERR1814343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1814343/ERR1814343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814343/15444_6#18.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814343/15444_6#18.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814343/15444_6#18.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814343/15444_6#18.cram.crai
PRJEB18997	SAMEA103884917	ERS1677737	ERX1876881	ERR1814344	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814344/ERR1814344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814344/ERR1814344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814344/ERR1814344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1814344/ERR1814344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814344/15444_6#25.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814344/15444_6#25.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814344/15444_6#25.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1814344/15444_6#25.cram.crai
